YEAR;MO;DY;ALLSKY_SFC_SW_DIFF;ALLSKY_SFC_SW_DWN;CLRSKY_SFC_SW_DWN;ALLSKY_SFC_SW_DNI;ALLSKY_KT;ALLSKY_SFC_LW_DWN;T2MDEW;T2MWET;TS;QV2M;RH2M;PRECTOTCORR;PS;WS10M;WS10M_MAX;WS50M;ALLSKY_SFC_UV_INDEX;ALLSKY_SFC_PAR_TOT
2023;5;27;20.875;37.502;67.152;18.715;0.4;79.368;15.52;16.48;18.03;13.21;89.43;23.41;84.04;1.35;1.96;2.4;1.6;17.124
2023;5;28;14.573;28.843;67.714;16.858;0.31;79.994;14.93;15.94;17.49;12.71;88.99;23.67;84.03;1.4;2.29;2.59;1.32;13.538
2023;5;29;18.485;41.227;67.178;30.706;0.45;77.174;14.39;15.85;17.93;12.33;84.1;10.97;83.95;1.46;2.14;2.8;1.7;18.662
2023;5;30;19.829;39.396;67.327;26.206;0.43;78.941;14.0;15.7;18.0;11.99;81.93;1.61;83.96;1.48;2.19;2.8;1.6;17.659
2023;5;31;16.944;25.579;6.409;0.6653;0.28;79.723;13.95;15.02;16.43;11.98;87.82;14.08;84.06;1.57;2.58;2.85;1.07;11.686
2023;6;1;18.571;27.396;65.736;0.768;0.3;80.945;13.85;14.99;16.81;11.82;87.23;6.7;84.12;1.44;2.02;2.53;1.28;12.461
2023;6;2;19.258;30.036;64.476;0.9005;0.33;82.303;13.65;14.66;16.27;11.66;88.54;4.83;84.09;1.52;1.97;2.76;1.36;14.009
2023;6;3;23.254;40.778;65.573;16.358;0.44;77.146;13.83;15.21;17.17;11.88;84.77;12.46;83.95;1.32;1.9;2.33;1.75;1.825
2023;6;4;19.603;36.631;67.051;1.621;0.4;78.173;13.22;14.68;16.8;11.36;84.58;9.01;84.04;1.43;2.17;2.53;1.59;16.483
2023;6;5;17.618;33.218;67.058;19.181;0.36;7.859;12.62;14.38;16.86;10.95;80.86;2.26;84.11;1.53;2.46;2.69;1.45;14.959
2023;6;6;17.218;28.265;64.939;0.775;0.31;80.707;12.87;14.18;16.11;11.08;85.11;7.85;84.13;1.29;2.05;2.55;1.25;12.883
2023;6;7;18.614;33.187;65.546;17.405;0.36;81.192;13.37;14.56;16.38;11.46;86.72;11.84;84.09;1.36;1.85;2.78;1.43;1.512
2023;6;8;19.258;3.377;66.254;12.775;0.37;7.939;13.46;14.8;16.73;11.55;85.24;8.98;84.14;1.36;1.72;2.99;1.5;15.238
2023;6;9;19.577;3.287;67.706;11.635;0.36;78.756;13.59;15.22;17.4;11.68;82.52;0.75;84.09;1.52;2.06;3.06;1.54;14.983
2023;6;10;20.443;35.306;6.599;16.138;0.39;78.845;13.28;15.0;17.27;11.47;81.2;2.55;84.03;1.6;2.49;2.98;1.54;16.054
2023;6;11;18.586;37.116;66.209;26.381;0.41;79.536;14.5;15.69;17.32;12.38;86.59;1.74;84.03;1.64;2.19;2.93;1.66;17.136
2023;6;12;18.336;40.495;67.615;32.938;0.44;76.802;12.19;14.33;17.04;10.63;77.79;0.48;84.0;1.85;2.29;3.42;1.76;18.634
2023;6;13;18.871;46.394;67.174;40.382;0.51;75.989;12.88;14.62;16.97;11.16;80.97;6.61;83.99;1.61;2.34;2.97;1.89;21.214
2023;6;14;16.493;33.084;65.311;19.949;0.36;7.955;14.09;14.92;16.42;12.01;90.6;22.84;84.05;1.39;1.98;2.42;1.51;15.319
2023;6;15;17.026;29.688;66.667;14.314;0.33;82.138;13.55;14.13;15.25;11.59;93.25;22.15;84.1;1.11;1.61;2.07;1.33;13.502
2023;6;16;17.966;2.958;66.667;15.007;0.33;82.382;12.54;13.47;15.09;10.83;89.48;3.63;84.18;1.11;1.71;1.97;1.27;13.294
2023;6;17;18.305;37.836;6.769;25.342;0.42;77.059;11.59;13.05;15.32;10.17;83.89;14.12;84.2;1.31;1.92;2.46;1.66;17.321
2023;6;18;19.027;4.711;66.468;41.724;0.52;75.408;11.59;13.05;15.32;10.18;84.08;1.92;84.17;1.48;2.34;2.51;1.91;21.576
2023;6;19;13.968;58.092;68.606;64.164;0.64;68.578;11.55;13.44;16.15;10.16;79.96;0.07;84.12;1.49;2.28;2.58;2.21;25.646
2023;6;20;18.317;49.874;67.349;47.642;0.55;75.233;13.31;14.74;16.96;11.45;84.3;0.48;84.03;1.45;2.26;2.39;2.04;2.237
2023;6;21;18.343;42.156;67.013;3.395;0.46;7.866;14.14;15.25;17.11;12.07;87.97;2.33;83.98;1.26;1.79;2.17;1.79;19.135
2023;6;22;1.991;40.867;65.359;27.802;0.45;77.146;14.67;15.84;17.67;12.54;87.31;28.37;83.97;1.41;1.98;2.4;1.73;18.497
2023;6;23;20.021;3.455;65.556;12.775;0.38;79.346;14.64;15.72;17.43;12.51;88.24;15.84;83.98;1.65;2.52;2.79;1.5;15.607
2023;6;24;1.788;3.395;64.178;18.979;0.37;78.598;13.32;14.95;17.1;11.48;82.54;2.12;84.02;1.45;2.18;2.74;1.45;1.53
2023;6;25;17.866;30.034;65.556;13.694;0.33;80.642;12.79;14.33;16.45;11.04;83.3;16.13;84.07;1.57;2.33;2.8;1.35;13.476
2023;6;26;16.747;3.047;66.053;15.833;0.34;80.251;12.52;13.99;16.03;10.85;83.69;13.11;84.09;1.53;2.73;2.87;1.38;13.786
2023;6;27;17.868;3.625;66.449;25.111;0.4;78.271;13.18;14.91;17.23;11.36;81.39;1.26;84.0;1.48;1.97;2.71;1.55;16.589
2023;6;28;17.933;38.309;65.436;27.806;0.42;77.472;12.42;14.26;16.78;10.81;80.66;1.01;83.99;1.57;2.38;2.62;1.59;17.611
2023;6;29;1.614;32.986;65.443;22.481;0.36;81.074;13.07;14.22;16.13;11.24;87.31;7.12;84.11;1.47;2.28;2.43;1.44;15.242
2023;6;30;16.166;31.798;65.222;19.615;0.35;80.124;13.01;14.26;16.24;11.18;86.34;13.81;84.13;1.31;2.22;2.3;1.35;14.381
2023;7;1;16.987;35.806;66.305;24.994;0.39;80.791;12.06;13.98;16.52;10.53;79.55;1.79;84.05;1.41;2.29;2.6;1.63;1.637
2023;7;2;1.907;39.862;64.274;26.794;0.44;78.919;12.54;14.28;16.59;10.93;81.33;33.38;84.0;1.46;2.29;2.67;1.63;17.705
2023;7;3;20.736;38.628;64.382;18.994;0.42;78.494;13.45;14.95;16.73;11.6;83.84;9.19;84.01;1.52;2.13;2.64;1.67;17.374
2023;7;4;2.033;42.653;64.133;30.612;0.47;80.071;14.8;16.4;17.78;12.68;82.87;6.19;84.02;1.43;2.3;2.04;1.72;1.973
2023;7;5;17.059;37.478;64.258;2.682;0.41;79.786;15.21;16.19;17.69;12.94;89.13;7.0;84.02;1.29;1.81;2.58;1.61;16.954
2023;7;6;19.843;35.844;65.834;1.537;0.39;81.888;14.97;16.19;17.93;12.77;86.46;3.22;83.92;1.44;1.99;2.78;1.6;16.181
2023;7;7;19.416;3.534;66.115;16.826;0.39;80.551;15.18;16.29;17.77;12.95;87.62;13.33;83.9;1.58;2.22;2.95;1.57;15.946
2023;7;8;19.817;33.574;65.554;0.9432;0.37;79.987;14.38;15.28;16.64;12.26;89.82;11.5;84.02;1.6;2.19;3.07;1.54;1.519
2023;7;9;18.257;28.418;65.988;0.8042;0.31;80.796;13.42;14.62;16.42;11.5;86.91;11.89;84.07;1.74;2.34;3.09;1.28;13.123
2023;7;10;17.966;33.317;67.164;18.156;0.36;79.608;13.19;14.65;16.79;11.34;84.18;5.93;84.03;1.66;2.42;3.02;1.48;1.513
2023;7;11;18.869;3.618;67.375;20.014;0.39;7.793;13.72;15.07;17.12;11.77;85.12;5.0;83.97;1.53;2.46;2.88;1.54;16.186
2023;7;12;18.526;36.941;67.116;25.291;0.4;78.096;14.04;15.84;18.36;12.02;80.99;0.04;83.9;1.4;1.81;2.74;1.57;16.502
2023;7;13;1.963;44.537;67.759;36.698;0.48;77.287;13.47;15.28;17.7;11.63;80.35;31.15;83.8;1.64;2.48;3.19;1.86;2.023
2023;7;14;18.468;33.331;66.439;15.449;0.36;81.223;13.79;15.14;17.04;11.83;85.0;3.72;83.89;1.51;2.24;2.9;1.46;15.163
2023;7;15;17.352;33.074;65.328;19.394;0.36;81.125;13.85;15.11;17.07;11.86;86.2;15.65;83.99;1.55;2.42;2.65;1.43;15.101
2023;7;16;17.676;32.218;66.398;13.512;0.35;80.734;13.46;14.9;17.05;11.53;84.44;1.86;84.02;1.6;2.16;2.8;1.47;14.537
2023;7;17;1.861;29.858;66.648;12.442;0.32;82.078;13.06;14.31;16.1;11.26;85.58;19.24;84.12;1.78;2.68;3.23;1.37;13.522
2023;7;18;17.143;39.629;69.581;29.794;0.43;75.386;9.34;12.26;15.76;8.82;70.8;12.0;84.2;1.79;2.89;3.39;1.78;1.801
2023;7;19;1.843;39.293;68.921;2.827;0.42;77.508;12.26;13.7;15.83;10.68;83.89;5.3;84.29;1.61;2.75;2.85;1.75;18.012
2023;7;20;14.136;30.415;66.192;22.253;0.33;80.868;12.99;14.12;15.87;11.16;87.45;11.55;84.26;1.15;1.97;2.26;1.4;14.306
2023;7;21;16.001;34.896;67.937;26.537;0.38;77.064;12.47;13.97;16.17;10.81;83.37;3.48;84.13;1.36;2.01;2.66;1.54;15.926
2023;7;22;1.631;35.364;68.554;24.953;0.38;77.254;12.93;14.56;16.86;11.15;82.57;0.33;84.09;1.45;2.05;2.59;1.56;1.621
2023;7;23;16.565;38.916;68.693;29.686;0.42;7.915;12.67;14.58;17.22;10.95;79.8;0.68;84.16;1.39;1.95;2.46;1.7;17.659
2023;7;24;17.208;33.499;66.912;19.805;0.36;78.835;11.69;13.9;16.84;10.26;76.68;0.96;84.22;1.43;2.36;2.53;1.46;15.346
2023;7;25;19.152;41.971;67.769;29.357;0.45;78.367;12.96;14.94;17.4;11.18;79.09;0.09;84.07;1.55;2.16;2.55;1.76;19.174
2023;7;26;19.762;53.038;67.178;4.457;0.57;75.298;14.08;15.95;17.86;12.16;80.63;19.51;83.9;1.55;2.51;2.42;2.07;23.532
2023;7;27;20.527;41.314;67.572;26.568;0.44;80.465;15.56;16.6;18.17;13.25;88.66;20.98;83.98;1.36;2.3;2.48;1.77;18.794
2023;7;28;17.868;36.701;67.507;24.878;0.39;79.514;14.47;15.37;16.81;12.32;89.92;5.48;84.13;1.6;2.23;2.81;1.66;16.781
2023;7;29;16.625;3.462;67.718;22.183;0.37;80.599;14.15;15.12;16.79;12.05;89.23;7.5;84.21;1.35;2.13;2.28;1.58;15.946
2023;7;30;15.708;29.897;67.922;16.217;0.32;8.076;11.86;13.94;16.7;10.4;78.81;1.6;84.22;1.34;2.14;2.43;1.33;13.486
2023;7;31;19.279;34.632;66.281;15.163;0.37;80.033;11.76;13.53;15.99;10.34;80.25;10.09;84.28;1.45;2.44;2.73;1.51;1.56
2023;8;1;15.792;31.495;67.034;15.967;0.33;79.262;12.34;13.76;15.84;10.68;84.25;7.05;84.36;1.74;2.46;3.03;1.37;14.021
2023;8;2;16.805;3.553;70.138;25.786;0.37;76.558;11.09;13.42;16.39;9.85;75.24;0.4;84.26;1.48;2.15;2.88;1.63;16.032
2023;8;3;21.778;45.912;7.031;32.496;0.48;74.479;10.22;12.84;15.96;9.39;72.64;4.69;84.19;1.74;2.67;3.25;1.93;20.532
2023;8;4;18.362;3.785;69.936;2.591;0.4;75.965;12.01;13.73;16.03;10.53;81.43;160.29;84.14;1.54;2.32;2.89;1.62;17.059
2023;8;5;16.207;34.073;68.448;24.499;0.36;79.054;13.02;14.43;16.41;11.22;84.84;88.15;84.15;1.6;2.64;2.58;1.48;15.598
2023;8;6;24.511;3.949;69.914;0.8887;0.41;76.001;12.67;14.65;17.13;10.93;79.17;6.55;84.19;1.22;2.08;2.46;1.71;17.326
2023;8;7;20.719;32.052;68.138;0.9014;0.33;78.235;12.63;14.79;17.54;10.92;77.23;1.03;84.19;1.54;2.37;3.15;1.39;1.422
2023;8;8;23.174;33.336;67.332;0.1961;0.35;79.975;13.39;15.07;17.44;11.47;81.5;5.13;84.25;1.56;2.4;2.88;1.47;14.573
2023;8;9;18.329;31.646;69.725;1.542;0.33;7.842;13.23;15.11;17.57;11.37;80.46;8.34;84.15;1.62;2.38;3.08;1.44;14.189
2023;8;10;18.989;5.652;71.299;51.554;0.59;72.751;12.56;14.99;17.89;10.91;74.76;0.03;84.06;1.54;2.27;2.61;2.27;25.001
2023;8;11;18.996;35.549;68.926;21.828;0.37;75.962;12.15;14.06;16.39;10.65;79.44;6.8;84.03;1.81;2.52;3.47;1.45;15.739
2023;8;12;20.057;40.368;71.213;26.182;0.42;75.456;12.76;14.59;16.93;11.11;80.25;15.46;83.99;1.68;2.35;3.14;1.73;18.163
2023;8;13;19.102;34.819;69.986;16.973;0.36;80.263;13.46;14.57;16.24;11.54;87.36;8.01;84.0;1.43;2.16;2.65;1.51;15.674
2023;8;14;20.172;37.975;69.996;17.237;0.39;79.726;13.24;14.5;16.42;11.37;86.4;8.46;84.05;1.18;1.74;2.31;1.7;17.028
2023;8;15;19.032;33.809;68.645;14.011;0.35;80.758;13.89;14.98;16.75;11.88;88.12;17.05;83.98;1.36;1.86;2.35;1.47;15.322
2023;8;16;22.032;48.962;70.039;33.814;0.5;76.332;13.58;15.39;17.74;11.69;81.45;2.72;83.92;1.5;2.1;2.95;2.05;21.917
2023;8;17;19.922;54.341;73.322;47.412;0.56;73.651;13.99;15.67;17.76;12.03;82.76;3.01;83.89;1.53;2.11;2.61;2.26;2.406
2023;8;18;18.365;65.875;73.649;63.802;0.67;71.376;12.92;15.45;18.21;11.26;74.78;0.32;83.76;1.67;2.5;2.89;2.59;28.637
2023;8;19;22.025;60.144;72.542;49.246;0.61;76.195;14.68;16.81;18.42;12.68;77.68;25.12;83.65;1.5;2.25;2.11;2.44;26.438
2023;8;20;20.707;3.521;71.542;11.626;0.36;81.031;16.18;17.3;18.1;13.86;87.67;33.06;83.68;1.19;1.71;1.91;1.61;16.006
2023;8;21;16.908;26.933;69.182;0.6701;0.27;82.553;15.76;16.9;18.12;13.48;87.37;20.42;83.69;1.33;1.83;2.33;1.26;12.545
2023;8;22;16.889;23.095;68.321;0.3067;0.23;79.426;14.85;15.59;16.51;12.73;91.37;7.95;83.73;1.54;2.35;2.97;1.1;10.759
2023;8;23;27.454;54.694;73.906;29.057;0.55;74.486;13.33;15.43;18.1;11.51;78.23;2.1;83.82;1.64;2.47;3.2;2.36;23.995
2023;8;24;21.787;47.616;73.618;29.928;0.48;77.225;12.68;15.02;17.86;11.05;75.29;0.2;83.92;1.58;2.79;3.49;2.14;2.119
2023;8;25;19.282;28.675;71.486;0.9204;0.29;7.645;13.03;15.47;18.37;11.25;74.45;0.0;83.93;1.57;2.23;3.49;1.25;12.938
2023;8;26;20.642;66.293;73.944;59.782;0.67;70.505;12.65;14.82;17.11;11.0;76.53;0.0;83.89;1.44;2.49;3.25;2.65;2.927
2023;8;27;19.063;61.934;74.299;56.693;0.62;70.354;11.14;14.01;17.4;9.98;70.37;12.92;83.94;1.68;2.73;3.56;2.46;27.098
2023;8;28;17.446;29.856;74.174;12.276;0.3;78.122;12.67;14.51;16.83;10.98;79.58;23.15;84.1;1.61;2.45;3.38;1.44;13.558
2023;8;29;24.444;52.145;76.183;34.133;0.52;74.719;12.76;15.17;18.22;11.04;75.44;2.62;84.05;1.58;2.44;3.01;2.3;23.033
2023;8;30;17.666;66.329;7.566;6.563;0.66;69.689;12.92;15.11;17.82;11.2;77.03;2.88;84.06;1.66;2.58;3.53;2.69;28.951
2023;8;31;18.101;40.274;73.711;2.971;0.4;77.969;14.38;15.81;17.74;12.31;84.41;2.37;83.98;1.58;2.43;2.89;1.78;18.298
2023;9;1;19.394;41.947;72.002;28.716;0.42;77.844;15.03;16.5;18.66;12.82;84.28;0.28;84.0;1.52;1.98;2.59;1.8;18.842
2023;9;2;20.626;47.638;74.398;35.686;0.47;77.239;14.28;16.36;18.91;12.35;78.52;0.05;83.88;1.72;2.51;2.86;2.01;21.307
2023;9;3;19.999;48.941;74.098;35.796;0.49;78.926;14.84;16.97;19.16;12.78;79.15;16.52;83.87;1.55;2.42;2.68;2.09;21.869
2023;9;4;17.448;33.103;74.146;18.744;0.33;80.316;14.28;15.91;18.15;12.2;82.83;7.05;83.99;1.76;2.67;3.17;1.49;15.012
2023;9;5;19.044;30.922;74.947;0.811;0.31;78.132;12.7;14.86;17.67;11.04;76.8;3.84;84.08;1.7;2.55;3.24;1.44;14.035
2023;9;6;18.204;6.39;75.749;61.495;0.63;72.818;11.77;14.37;17.74;10.38;74.03;1.15;84.03;1.46;2.72;2.74;2.53;28.318
2023;9;7;1.679;7.159;76.754;73.058;0.71;66.353;10.15;13.71;17.73;9.35;65.52;0.0;83.91;1.72;2.65;3.04;2.83;3.107
2023;9;8;20.563;70.495;76.214;66.058;0.69;6.672;10.12;13.52;17.13;9.44;67.31;0.74;83.85;1.7;2.67;3.15;2.78;30.173
2023;9;9;19.234;3.725;72.811;21.379;0.37;77.369;12.95;15.12;17.75;11.33;77.21;1.2;83.92;1.54;2.1;3.07;1.57;1.668
2023;9;10;16.176;26.616;69.096;0.8681;0.26;81.355;13.83;15.0;16.53;11.84;86.4;10.54;84.07;1.61;2.22;3.22;1.17;12.074
2023;9;11;17.995;38.563;72.941;23.323;0.38;80.086;12.77;14.88;17.43;11.04;78.01;9.79;84.0;1.59;2.63;3.33;1.77;17.455
2023;9;12;18.998;65.887;7.577;61.034;0.65;7.271;13.04;15.7;18.76;11.3;73.22;0.19;83.91;1.62;2.22;3.02;2.73;29.218
2023;9;13;25.073;51.653;7.469;31.349;0.51;75.386;13.83;15.89;18.06;11.98;78.37;6.48;83.9;1.61;2.32;2.73;2.19;22.877
2023;9;14;17.659;35.772;74.582;19.126;0.35;8.033;14.69;15.88;17.58;12.52;86.9;7.25;84.0;1.58;2.23;2.9;1.68;16.366
2023;9;15;1.777;3.121;75.082;18.132;0.3;80.335;12.14;14.19;16.73;10.61;79.13;7.56;84.06;1.79;2.48;3.27;1.51;14.006
2023;9;16;21.019;55.248;76.572;42.317;0.54;75.497;10.26;13.53;17.3;9.56;66.76;2.2;83.94;1.73;2.69;3.19;2.43;24.547
2023;9;17;23.554;5.783;7.381;43.061;0.56;74.378;11.79;14.8;18.11;10.42;69.95;0.18;83.94;1.52;2.62;2.8;2.32;2.538
2023;9;18;17.722;33.787;73.332;16.565;0.33;79.294;13.62;15.63;18.23;11.71;78.24;0.17;83.94;1.62;2.33;3.21;1.52;15.036
2023;9;19;21.154;44.664;75.293;27.778;0.43;80.362;13.14;15.36;18.33;11.32;76.69;3.01;83.95;1.54;1.99;2.95;2.02;20.009
2023;9;20;27.499;47.422;75.235;18.094;0.46;78.319;12.61;14.87;17.76;10.96;75.78;2.28;83.94;1.65;2.43;3.26;2.07;20.707
2023;9;21;23.194;37.968;74.902;0.8438;0.37;76.207;12.51;15.03;17.95;10.92;73.48;3.26;83.91;1.35;2.01;2.9;1.72;1.704
2023;9;22;2.129;49.711;75.487;37.764;0.48;78.101;13.73;15.81;18.5;11.79;78.66;0.08;83.84;1.36;1.83;2.44;2.1;22.565
2023;9;23;19.649;38.292;75.185;21.828;0.37;79.644;13.72;15.87;18.72;11.82;77.41;0.15;83.86;1.53;2.07;2.8;1.71;17.311
2023;9;24;21.917;3.877;75.406;1.823;0.38;80.186;14.32;16.16;18.71;12.3;80.16;0.21;83.93;1.58;2.3;2.72;1.71;17.542
2023;9;25;21.874;37.877;75.972;17.626;0.37;80.071;14.4;16.18;18.64;12.29;81.03;6.55;84.01;1.34;1.8;2.29;1.72;17.165
2023;9;26;22.973;5.862;76.901;45.247;0.57;77.422;14.62;16.8;19.47;12.51;77.51;0.01;83.91;1.48;2.0;2.71;2.61;26.302
2023;9;27;21.137;64.159;7.692;53.851;0.62;75.878;15.77;17.7;19.84;13.52;80.2;3.48;83.77;1.58;2.34;2.6;2.79;28.687
2023;9;28;19.013;37.855;73.222;19.039;0.37;80.208;16.39;17.78;19.51;14.04;85.54;2.14;83.75;1.49;2.24;2.63;1.79;17.114
2023;9;29;19.694;44.009;76.063;27.367;0.42;79.488;16.49;17.76;19.6;14.1;86.52;2.71;83.8;1.55;2.46;2.96;2.1;19.922
2023;9;30;21.108;3.366;7.476;1.211;0.32;80.326;15.38;16.93;19.13;13.11;83.93;17.88;83.94;1.56;2.32;2.72;1.48;15.132
2023;10;1;27.576;46.205;75.533;17.971;0.45;78.358;13.56;15.64;18.21;11.63;78.98;3.93;83.91;1.8;2.62;3.01;2.05;20.623
2023;10;2;2.569;5.411;75.785;32.004;0.52;78.262;13.64;16.4;19.43;11.85;71.84;0.52;83.73;1.58;2.33;2.81;2.33;24.062
2023;10;3;23.494;52.332;74.827;34.978;0.5;79.618;16.4;18.42;19.96;14.13;79.08;11.58;83.65;1.36;2.2;1.88;2.19;23.443
2023;10;4;29.446;55.469;75.768;24.691;0.53;7.758;16.8;18.24;19.65;14.39;84.5;5.58;83.74;1.54;2.15;2.26;2.42;24.593
2023;10;5;30.648;47.282;76.716;0.738;0.45;79.526;15.55;17.48;19.07;13.26;79.4;0.8;83.87;1.59;2.33;2.56;2.12;20.851
2023;10;6;28.123;59.926;76.603;33.346;0.58;78.086;14.04;17.03;19.28;12.03;69.65;0.01;83.9;1.44;2.16;2.11;2.65;26.681
2023;10;7;28.085;54.163;76.788;26.414;0.52;77.906;15.4;17.6;19.39;13.16;77.13;2.91;83.86;1.49;2.2;2.13;2.24;23.962
2023;10;8;27.677;39.067;75.602;0.4697;0.38;81.718;16.25;17.35;18.31;13.86;87.52;5.2;83.9;1.5;2.37;2.65;1.8;17.899
2023;10;9;2.527;41.729;74.376;10.394;0.4;81.238;15.14;16.91;18.69;12.89;80.95;2.33;83.92;1.24;1.76;2.29;1.9;18.629
2023;10;10;20.777;32.294;71.446;0.575;0.31;81.631;15.56;16.62;18.22;13.24;88.42;38.88;83.99;1.36;2.13;2.5;1.51;14.546
2023;10;11;24.806;53.182;77.554;32.678;0.51;80.222;15.21;16.88;19.18;12.98;82.78;0.88;83.9;1.83;2.64;2.98;2.45;23.959
2023;10;12;25.944;53.825;77.503;30.595;0.52;79.399;14.26;16.55;19.4;12.27;76.87;0.28;83.89;1.55;2.24;2.79;2.46;24.226
2023;10;13;21.283;53.484;76.176;37.404;0.51;79.234;14.16;16.04;18.59;12.16;80.11;13.15;83.96;1.74;2.47;3.07;2.43;24.206
2023;10;14;24.314;3.625;77.875;0.7502;0.35;78.276;13.94;15.45;17.57;11.94;83.52;19.41;84.04;1.61;2.37;2.85;1.79;16.762
2023;10;15;21.737;38.618;75.828;16.255;0.37;80.098;13.4;15.3;17.8;11.49;79.68;26.4;84.07;1.79;2.28;3.44;1.81;17.582
2023;10;16;20.429;37.351;75.706;15.883;0.36;80.844;13.78;15.68;18.0;11.82;79.87;3.54;84.0;1.7;2.13;3.18;1.75;1.704
2023;10;17;23.419;5.221;77.134;33.547;0.5;79.646;14.3;16.1;18.49;12.29;80.78;6.62;83.9;1.68;2.27;2.98;2.32;23.503
2023;10;18;21.554;38.347;76.063;21.043;0.37;80.359;14.45;16.0;18.19;12.35;83.83;10.39;83.9;1.38;2.07;2.61;1.68;1.74
2023;10;19;19.656;39.482;75.245;22.195;0.38;83.165;14.73;16.07;18.09;12.55;85.52;6.49;83.92;1.51;2.04;2.85;1.82;18.259
2023;10;20;19.368;32.851;75.696;1.651;0.32;80.705;13.4;15.58;18.21;11.52;76.41;1.28;83.94;1.5;2.08;2.94;1.49;15.084
2023;10;21;21.566;36.408;76.495;15.782;0.35;81.331;14.6;16.7;18.84;12.51;78.01;3.28;83.93;1.36;2.11;2.23;1.67;16.387
2023;10;22;26.376;53.366;76.702;28.692;0.51;79.728;15.32;16.97;18.7;13.06;82.71;4.38;83.95;1.26;2.32;1.77;2.38;24.019
2023;10;23;24.926;47.779;76.222;23.702;0.46;80.424;14.82;16.44;18.31;12.65;82.83;0.53;83.9;1.23;1.9;2.25;2.19;21.833
2023;10;24;24.012;48.948;73.759;24.204;0.47;82.114;14.85;16.9;19.43;12.74;78.97;0.14;83.83;1.55;2.7;2.89;2.14;22.404
2023;10;25;20.978;40.488;75.377;20.234;0.39;80.923;15.95;17.96;19.59;13.67;78.93;2.73;83.7;1.23;2.33;1.7;1.83;18.497
2023;10;26;22.236;38.424;7.561;16.282;0.37;79.454;16.77;18.69;20.22;14.39;79.44;0.33;83.59;1.15;2.38;1.63;1.75;17.438
2023;10;27;21.833;3.144;74.126;0.6139;0.3;80.539;17.11;18.22;19.09;14.7;87.35;2.33;83.61;0.83;1.71;1.26;1.55;14.254
2023;10;28;2.189;29.626;76.802;0.1392;0.29;7.746;16.54;17.67;18.79;14.21;87.78;5.46;83.62;1.08;2.49;2.02;1.47;13.459
2023;10;29;14.954;20.868;77.604;0.1195;0.2;77.976;16.47;17.08;17.68;14.12;93.08;11.53;83.75;1.46;2.53;2.85;1.2;1.002
2023;10;30;23.122;47.302;76.966;25.224;0.46;79.006;16.13;17.74;19.42;13.82;83.0;2.87;83.72;1.5;2.79;2.22;2.4;2.143
2023;10;31;22.226;38.393;75.756;10.416;0.37;79.332;16.11;17.64;19.24;13.81;83.52;2.32;83.74;1.35;2.05;2.26;1.87;17.256
2023;11;1;26.335;46.037;75.139;15.326;0.45;77.971;15.92;17.0;18.15;13.66;88.33;5.21;83.73;1.14;1.85;2.15;2.2;20.844
2023;11;2;24.406;53.167;75.881;3.324;0.51;77.201;16.14;17.87;19.19;13.83;81.88;0.26;83.64;1.19;2.76;1.68;2.5;24.151
2023;11;3;18.367;50.424;75.713;38.554;0.49;78.502;16.64;18.05;19.48;14.3;84.88;12.4;83.64;1.48;2.87;2.16;2.41;22.836
2023;11;4;21.408;3.12;72.986;0.3727;0.3;81.542;16.57;17.47;18.91;14.17;90.38;13.12;83.77;1.36;1.91;2.27;1.44;14.338
2023;11;5;2.137;44.165;7.332;22.937;0.43;79.354;15.76;16.85;18.43;13.45;88.3;26.18;83.79;1.36;2.16;2.14;2.08;20.011
2023;11;6;21.468;38.162;74.724;13.366;0.37;82.836;15.77;16.62;17.99;13.44;90.62;6.05;83.88;1.29;2.23;2.27;1.8;17.321
2023;11;7;21.329;42.079;73.181;23.726;0.41;80.926;14.72;15.98;17.76;12.55;86.33;3.4;83.92;1.26;1.84;2.33;1.87;19.198
2023;11;8;22.042;44.412;72.672;26.174;0.43;79.735;14.85;16.67;19.09;12.73;80.76;12.66;83.83;1.37;2.04;2.54;1.92;20.244
2023;11;9;20.366;37.092;71.736;18.005;0.36;85.248;16.0;16.97;18.56;13.67;89.45;17.14;83.81;1.7;2.88;2.82;1.66;17.158
2023;11;10;1.968;40.913;73.754;25.195;0.4;81.199;15.85;16.95;18.74;13.51;88.24;0.28;83.8;1.5;2.87;2.35;1.89;1.885
2023;11;11;21.931;40.406;76.198;21.019;0.39;80.683;15.52;17.03;19.17;13.28;83.69;0.19;83.72;1.52;2.43;2.39;1.9;18.542
2023;11;12;20.971;38.052;7.447;20.213;0.37;82.606;16.41;17.59;19.38;14.07;87.1;10.0;83.72;1.56;2.33;2.45;1.78;17.213
2023;11;13;1.883;43.332;7.657;3.481;0.42;8.183;16.67;17.86;19.79;14.29;87.39;1.23;83.71;1.67;2.3;2.81;2.1;20.105
2023;11;14;22.114;41.323;73.884;21.432;0.4;8.245;16.38;17.66;19.44;14.03;86.04;2.08;83.7;1.46;2.01;2.55;1.95;19.097
2023;11;15;17.587;24.799;72.948;0.2897;0.24;83.921;16.28;17.16;18.52;13.88;90.29;11.46;83.81;1.3;1.83;2.41;1.33;11.633
2023;11;16;2.526;44.803;74.758;2.059;0.44;81.283;15.71;16.73;18.16;13.41;88.54;10.0;83.81;1.63;2.54;3.07;2.14;20.453
